customer_tweet_id,customer_text,amazon_response
285617,"@AmazonHelp Instead, can you call me on 9810486357.",@183935 We'll not be able to contact you over Twitter. Please revert to our email. 1/2^HN
313431,@AmazonHelp Already called many times and written an email also. Please solve the issue.,"@190845 If you've already shared your details through the link provided earlier, I'm sure our team would reach out to you soon. ^VM"
1412411,"@AmazonHelp Safari geht, Xbox App nicht","@448219 Stimmt, ich hab gerade nochmal nachgeschaut. Dein Feedback gebe ich aber an unsere Entwickler weiter. ^AN"
2377205,"@AmazonHelp The outcome was great. Your staff helped me regain control of my account very quickly. I'm extremely thankful and have nothing, but praise for the customer service team. #Amillionthankyous",@685625 We're glad that we were able to assist! Please don't hesitate to reach out to us in the future. ^FJ
1125151,"@AmazonHelp https://t.co/DgGT2jyFtu

You cant sell this to people. You cant keep fish in it they will die. There are similar products and it's disgusting. 

It's cruelty to animals.  I've already made the RSPCA aware etc",@385299 Thanks for your feedback Adam.^GA
379801,@AmazonHelp Your customer care number 18003000909 is invalid. Order was placed during the big billion sale.,@206102 I'm sorry for the delay with installation. Call us here: https://t.co/vlvfJr4nN9 &amp; we'll help you accordingly. ^MJ
382741,@AmazonHelp Deliver it to me track the shipment,@206718 Please share your details in the above link and we'll check this for you. ^HN
1251703,@AmazonHelp Filled it out. Still heard nothing. Glad I PAY for this bull shit service.,@343896 Our team will communicate via e-mail. Please check your Message Center for an update here: https://t.co/Tdk0zuWPfC ^RA
526628,@AmazonHelp Is there like a #helpful number I could call?,"@241876 When an account is put on hold, it is done to protect our customers. If we have said further investigation is required, you may need to wait for an email update. If the time has passed and you heard nothing further, please contact us: https://t.co/hApLpM3Ejd^BZ"
2690673,"@AmazonHelp Not yet, because I’ve not been able to make the contact. Can I fix this issue via email?","@756421 We may need you to contact via phone for your security, since this issue involves your password. ^AB"
743326,@AmazonHelp Thanks. But please resolve it asap.,@200255 We'll work towards getting faster resolution. Appreciate your patience. ^MJ
2072920,@AmazonHelp gracias,"@613113 Con mucho gusto, Carlos. Estamos para servirte. ^JQ"
580629,"@AmazonHelp はい。
とりあえず楽しんでみようと思います。",@256785 恐れ入ります。プライム・ビデオなど、ご利用方法でわからないことがあれば、お気軽にこちら公式までお知らせください。 RI
2880406,@AmazonHelp Bcp ont eu un mail de changement de code qu'ils n'ont pas demandé. Je veux me connecter on m'envoie un code mais l'envoi se fait plusieurs heures après la demande d'envoi donc le code ne fonctionne pas parce qu'il est valide que 10minutes,@799329 Avez-vous activé la vérification en deux étapes sur votre compte ? ^AR
2525418,@AmazonHelp It’s saying 11-21 now it was supposed to be here today,"@277899 Hey, Tyler! Was this item shipped by us or a third-party seller? You can check here: https://t.co/Y5jpI9ys9c ^LA"
1232117,"@AmazonHelp Still I'm not getting refund after 54 hrs,
#amazonpay https://t.co/iUREqr57Tf",@359661 You should have received a correspondence from social media team to your registered 1/2 ^MJ
206860,@AmazonHelp I've done all those things - it's not anywhere!,@164987 Please let us know if you haven't received the order within 36 hours. ^GG
2460732,@AmazonHelp Atleast refund my money I have used to top up Amazon pay,"@152495 This feature is currently unavailable, but we expect to launch it very soon. Please keep checking our website from time to time for updates. ^AH"
2939246,@AmazonHelp Ow... obrigada pela preocupação... mas é só ansiedade mesmo porque ainda está bem no prazo de entrega... ta pra chegar até dia 01 de dezembro... 🖤,"@244580 Eita, ficamos preocupados 😅 Mas tudo bem, assim que receber envie uma foto do seu pedido novo ❣️🤓 ^VL"
73567,@AmazonHelp U was going to announce the result on 30nov,@132452 Could you please help us with the name of the contest you are referring to? ^VH
2662761,@AmazonHelp yes and now they are asking me to contact Manufacturer..I have provided all the proof you guys are not even bothered to respond or fix it @115850 @AmazonHelp @115821 @115851,"@750435 that can be produced at any authorized service center across India. In case any service center refuses to honor the warranty, please get back to us with a service denial letter and we'll look into this for you. (2/2) ^VM"
542227,@AmazonHelp It's still not available!!! https://t.co/Pz0JbM2DPa,@245836 We have shared your concern internally. Kindly stay tuned for Amazon Prime video. ^VH
990962,"@AmazonHelp Order [#408-6247840-3369142]
Look into  it yourself",@354735 We'll not be able to access your details via Twitter. Kindly be specific with your concern. ^SG(1/2)
96805,@AmazonHelp @137128 Today is 3rd Dec. Where is the result?? @115850 @AmazonHelp #lgq6appquiz,@261165 You can check the result here: https://t.co/oQlHMlLabY. ^MK
1046722,@AmazonHelp Oui. L'adresse du relais est indiquée. Dommage que les transporteurs ne fassent pas leur boulot. C'est la 12ème fois en deux mois !,@367421 Vous m'en voyez sincèrement navrée Stéphanie :/ L'avez-vous signalé à notre SAV s'il vous plaît? ^SA
2679216,@AmazonHelp além da do dia da compra? NÃO!,"@624553 Qual é a última atualização no número de rastreamento do pedido, Rosa? ^LG"
1581314,@AmazonHelp Jetzt funktioniert es urplötzlich wieder. Gab es Serverprobleme?,"@486812 Juhu! Davon ist nichts bekannt aber es freut mich umso mehr, dass es wieder klappt. :) ^SI"
304564,@AmazonHelp Where’s the direct link to your email form? You guys make it so hard just to contact you.,"@188725 The link SB provided is our contact page. You can chat, e-mail, or set up a call through this page. ^LJ"
1699311,@AmazonHelp Which mail you have send. I have replied to every mail send on my registered email id. Please do not lie here on social media. I expect a company of your stature atleast to not lie. I again challenge you. If I am wrong please counter me hear OPENLY or accept U R A FRAUD COMPANY,"@270757 Could you confirm receiving a correspondence from our social media team? If not, kindly share your details here: https://t.co/beaaDm0muc and I'll contact you. ^GK"
281600,@AmazonHelp U need any other evidence.. https://t.co/TZc3M1vGtH,"@183095 Asmi, we'd like to get an insight on this, please drop in your details here: https://t.co/GIJyeYqKE0 ^MS"
1711445,"@AmazonHelp To indeciso, já folheei todos kkkk. Mas acho que vou ler a coletânea do Edgar Allan Poe",@518430 Ótima escolha! Qual é o livro favorito dele? ^JD
1503839,@AmazonHelp when can i expect a call from you?,@469051 We have received your details and we will get back to you at the earliest possible. ^JS
288115,@AmazonHelp @115850 @AmazonHelp - i was expecting a courteous response fron amazon.. unfortunate first failed in guaranteed delivery and now response.,"@184647 My apologies for the delay in delivery, Giri. However, as mentioned, we do not have a compensation policy. ^KS"
2918671,@AmazonHelp It's fine. I called your helpline and it's sorted now. Just thought it was funny...,@807845 We are so glad we were able to get it sorted for you. Let us know if there is anything else we can assist with! ^BE
2814507,@AmazonHelp はい、わかっています。わざわざのご連絡ありがとうございますm(_ _)m,@784681 突然のリプライ失礼いたしました。Amazonを騙るEメールやSMSが増えているようですので、今後も引き続きご注意ください。 TN
1012799,"@AmazonHelp See the new step from Amazon, order cancelled Yesterday at 5:22 am and still package arrived at Pune,
#amazonpaybalance https://t.co/6KCG04YHCj",@359661 Please don't provide your order details as we consider it personal info. Our twitter page is visible to public. (2/2)^SQ
2425975,@AmazonHelp Muchas gracias por vuestra rápida respuesta!,@696636 ¡Hola Nieves!  cualquier consulta estamos a tu disposición  -¡Que tengas una excelente semana! ^PC  😀✨
1665827,@AmazonHelp Hi I had place a request for a pick up for an item that had to be returned. They cancelled the pickup without notifying at the last minute,@507533 Apologies for the trouble with the pick up of the order. I'd like to take a closer look at this. ^AK (1/2)
2723351,@AmazonHelp ありがとうございます！！今月中に連絡がなかった場合にはカスタマーサービスに連絡しようと思います。丁寧な対応して頂きありがとうございます。,@763953 とんでもないことです！突然のリプライ失礼いたしました。どうぞよろしくお願いいたします🙇 HM
17639,@AmazonHelp It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order,@119902 Was a pick up arranged on your order or were you asked to self-return it? Please tell us more. ^HK
389976,@AmazonHelp @115851 same old rhetoric .. never mind .. I understand the usual scripts .. now someone else will pick it up 😀 get ur act right folks !!,@208321 We can't access your account over twitter. I request you to please reply to the correspondence by our team for further help.^PJ
1254154,@AmazonHelp I wasn't agree wid u. U only offered appx Rs.840 n that too in amazon pay..thus forcing me 2 buy with amazon pay.. #Consumer #protection https://t.co/GTs4612NYG,@383795 seller. The resolution provided over the email is the best we can offer. 2/2 ^SH
1296813,@AmazonHelp Amazon didn't send it to me. Found via Wirecutter: https://t.co/ywtUZ2ntN7,"@422739 Thanks for confirming! Since this code was found through Wirecutter, I'd recommend reaching out to them for more info! ^SD"
1357222,@AmazonHelp And if it doesn’t get here? 😭,"@436430 Keep us posted, as we want to make sure your order arrives!  ^AG"
245295,@AmazonHelp already did that no progress,@174238 Apologies for the unpleasant experience. I'd like to take a closer look into this. (1/2) ^AS
280459,@AmazonHelp I want my refund,@170630 We're working on this. We'll reach out to you soon. ^SG
2949368,@AmazonHelp Je vérifie ce soir et je vous re-contacte via le site et Twitter demain.,"@814529 Entendu, nous restons à votre disposition. ^KD"
666981,@AmazonHelp Gracias Amazon! Son los mejores! Gracias ^AD,@141406 ¡Un verdadero placer! Por favor no dudes en contactarnos nuevamente en el caso de alguna eventualidad. ¡Espero que recibas tu pedido muy pronto!  ^AD
2618087,@AmazonHelp Yes.,@739890 We want to investigate this further with you. Please reach out to us using this secure link: https://t.co/hs18tqIprx ^GR
2309725,"@AmazonHelp Ok. Mr. Jabastin promised delivery by 4.15 PM. Mind checking with ur customer support team? So, i need 2hold off everything and lay out the red carpet 4ur delivery 2arrive? Cancelling this order right away. Mr. Shazab, Mr,Jabastin n Mr.Devender know y this order is so imp to me",@669901 I'm sorry about that. We’d like to help you with this. Please fill this form:https://t.co/beaaDm0muc and we’ll contact you at the earliest.^PJ
1943691,@AmazonHelp Yes i have shared the whole concern,"@577875 Thank you for keeping us posted, Deep. We will have this checked and will get back to you soon with an update. ^KS"
635735,@AmazonHelp Warum seit ihr da so scharf drauf? :D Ich bin nicht so der Telefonfreund 😂 aber wir werden sehen was sich machen lässt 😊,"@131789 Och, nur so! 🙃 ^MI"
1041779,@AmazonHelp It was USPS...was scheduled for weekend delivery,@366369 Have you had the chance to reach out to us directly so we can leave carrier feedback on your behalf: https://t.co/i56uzNN4uJ? ^CL
2488916,"@AmazonHelp Via the Amazon app, should receive today. According to UPS, will be delivered tomorrow. 

So can't even get accurate info among the two services.","@334910 I'm sorry for the delayed order! Have you reported this to us yet? If you haven't contacted us, we're available 24/7 via phone here: https://t.co/hApLpMlfHN. We will be able to take a closer look into the order together and make sure this is escalated. ^TG"
317916,@AmazonHelp Yes that's the one I use. I will see about setting this up. Thank you for the help,"@191864 Anytime :) :) Have a great weekend ! 
^SA"
1428560,@AmazonHelp Item arrived in Bangalore at 12 am. Can u ask ur people to get this delivered today? https://t.co/MLB15r7I65,@350881 We'll get it delivered at the earliest. Could you kindly let us know the estimated delivery date? ^NS
2592185,"@AmazonHelp いえいえもぅずっと
お世話になっておりますから
いつもありがとう御座います
ご無理はなさらぬように。
HS",@734127 暖かいお言葉、ありがとうございます。少しずつ寒さが増してきましたが、どHS様もどうぞご自愛くださいませ。(◍•ᴗ•◍) ET
2825585,"@AmazonHelp Il semble qu’une personne non autorisée a peut-être eu accès à votre compte. Pour protéger vos informations, nous avons 
Désactivé le mot de passe d’accès à votre compte.
Annulé toutes les modifications effectuées par cette personne.
Annulé toutes les commandes en attente. (1/2)",@786963 Avez-vous contacté notre service client à ce propos ? ^ME
86032,@AmazonHelp Io utilizzo il Paperwhite :),"@134786 Nelle impostazioni del tuo Kindle, su ""Avanzamento"", trovi l'opzione ""Pagina nel libro"", selezionabile a seconda dell'ebook. Per saperne di più, clicca qui: https://t.co/IYUldKxNDw. A presto! ^MP"
232708,"@AmazonHelp pls check ,, so bad service https://t.co/tGAfB42bg7",@171391 We deliver orders by 8 PM on or before the Estimated Delivery Date. I request you to kindly wait and 1/3 ^SB
316318,"@AmazonHelp Tengo un pedido con retraso y en Correos Express no me dan respuesta desde su 902,no reconoce la máquina el número de seguimiento del envío.","@191532 Lamentamos lo sucedido, Sagrario. ¿Qué indica el número de rastreo? ¿Es vendido por Amazon o por un vendedor externo? ^AV"
2714102,@AmazonHelp I’ve still heard nothing helpful from either the shipper or the carrier.,"@470351 I understand your concern. To confirm, is the order shipped &amp; fulfilled by Amazon or a third-party seller: https://t.co/cZIAVITC4L? ^GM"
295737,@AmazonHelp Still no revert ????,@186439 We've sent a correspondence to your registered email id. Please check the same for more information. ^ZH
1320467,@AmazonHelp Thanks. It works. It will be great is mobile app has same features.,@428318 Thank you. I'll be certain to pass this on as a feedback internally. ^PB
1183983,@AmazonHelp No,@398407 Have you checked your spam and junk folders? The Account Specialist will be in the best position to assist you. ^GM
575312,@AmazonHelp i want a call back i reply on mail but you didn't call me what is it mean i already provided  you screen short,"@231112 Since you've already responded to our correspondence, you'd receive an update anytime soon. Appreciate your patience and understanding. ^EM"
2184622,@AmazonHelp I have done the needful as per requested.,"@219966 Thank you for that, we'll get back to you soon. ^SU"
352765,"@AmazonHelp Osea, que no garantizais la entrega en 24-48 horas a quienes no estén en capitales, como este ejemplo https://t.co/UmT2hCXHeu","@199871 2/2 Respecto a tu pedido, contacta al SAC para que puedan informarte más sobre tu entrega: https://t.co/OjvUxwnzPe. ^DA"
2779228,"@AmazonHelp Sinon vs arrivez a comprendre que sur 8 commandes aucune n'a été livrée ? AUCUNE. C'est ça le service Amazon Colis Privé ?

8 commandes = 8 remboursements 👏🏼 Par contre qui me rembourse les frais d'appels Colis Privé ? Amazon ?","@738460 Assurez-vous qu'une enquête est ouverte pou chaque problème de livraison de vos commandes, il est très important pour nous de récolter l’avis de nos clients et ceci dans le but de prendre les décisions appropriées sur le développement de nos méthodes de livraison. ^BR"
2501976,@AmazonHelp Hi there that’s the first game. Bit strange why Amazon doesn’t have the sequel available?,@713663 Sorry about that; the sequel to this title is available from these third-party sellers via this link: https://t.co/JPKn30vZ7c ^WM
1146597,"@AmazonHelp I haven’t received any feedback, the status just says waiting to receive item back.","@162923 From the tracking number on the return label, what's the most recent scan? Check for the label here: https://t.co/i6SE1Rcjjh ^BH"
2273825,@AmazonHelp RIP @115821 @115850 @117795 #AmazonIndia #AmazonTransportServices #Hyderabad,"@661383 I get you being disappointed, Sisir. As you've shared your details, our team will check and get back to you with an update soon. Request you to wait. ^NK"
384127,@AmazonHelp Guys chill it's ok it's on its way,"@206988 Cool, just checking! Thanks for the update! ^JJ"
2300776,@AmazonHelp Yeah it says delayed now,"@667759 I'm sorry for the unexpected delay, Jonathan! Were you given a reason and an updated delivery date? Please let us know! ^FD"
288015,"@AmazonHelp i dont know , it tells me im on both settings , this is what it says https://t.co/mgs8mfbO96",@184641 Please reach out to us directly here: https://t.co/JzP7hlA23B and we can look into this further. ^PK
1565057,@AmazonHelp Ok va bene! Buon fine settimana e buon lavoro #grazie,"@483183 Grazie a te, a presto! ^FA"
1287008,@AmazonHelp Ah ok - can I DM you a screenshot of the email you sent to me so you can check?  There’s no Credit Card details on it.,@421028 (2/2) You'll want to contact your bank regarding any authorizations. They will have the best and quickest solution. ^AC
1567476,"@AmazonHelp oui, car forcément demande de retour impossible en ligne. Carton sans emballage, sans protection, arrivé aussi éventré que l'intérieur.",@483725 vous pouvez soumettre une évaluation sur le manque d'emballage reçu via le lien suivant : https://t.co/lk935G8fa9 ^ME
2819902,"@AmazonHelp No, thanks! I've already reach out to your Customer care thrice today. For someone that boast much about being customer-centric , not so much helpful.",@785978 We'd like to help you with the issue. Please share your details on the link provided above and we'll get back to you. ^SH
2161837,@AmazonHelp Yes! You sent me a message but I don’t see an option of how to reply!,@222540 I can see we sent you an email 8 November 2017 can you click the reply option in your emails? ^MI
1141474,@AmazonHelp quick. Better.,@388693 Please let us know if you have any further questions or concerns. We're here to help! ^TG
91366,@AmazonHelp Hier matin,"@135810 Je vous invite à patienter, le temps que notre service spécialisé des comptes puisse traiter votre dossier.^FT"
1611065,"@AmazonHelp Wait, really??! How exciting! Thank you?! I don't know what to say",@494503 Our pleasure 😉 We always try to make decision-making a little easier 😁 ^AN
1919756,@AmazonHelp See this image flipkart not charge extra for delivery and send product fastly but you charge 100rs for this otherwise you take 7 days https://t.co/olJVp8zsu3,"@571544 Be rest assured, we'll review your comments internally to improve your shopping experience.  ^CB"
22468,@AmazonHelp Oui contacté ma banque et porté plainte pour fraude. Je ne sais pas si je vais pouvoir être remboursée. Etait ce une fraude ou une erreur ?,"@120912 Je vous propose de relancer notre service client, pour vérifier cela via https://t.co/hgIrz98cdI
^YL"
2696109,@AmazonHelp Ela. Se chama Mabel  :),"@757625 Amei tantooo, nós conta, porque escolheu Mabel? ❤🐱 ^DA"
1085177,@AmazonHelp Orders to my biz address are hit&amp;miss.Current order supposed to deliver on the 18th for a weekend project says Now expected Oct 20-Oct 24.,@375973 What does the latest tracking indicate on your order? You can check this here: https://t.co/Y5jpI9ys9c ^VB
2273518,@AmazonHelp Hey amazon I tried resetting my password but it did not work so please help me!,@661309 Have you had a chance to reach out to us here? https://t.co/jzvkhdlrK5 ^DJ
2696098,@AmazonHelp I did and the discount was not applied.,@757623 I understand your frustration. Terms and condition to receive a discount are here:https://t.co/tMfyxuRa9H. Primarily number 6. ^SK
2936635,@AmazonHelp Thanks for your help.,@328939 Glad we were able to help. ^BD
1219165,@AmazonHelp Thank you for your swift reply. I have sorted my order issue. Good customer service.,"@406045 Glad to know your concern is addressed, Pallavi. Do keep us posted for any further assistance. ^SV"
1035074,@AmazonHelp com. Had problems w/ person b4.Sent me the wrong size. Battery charging prblm. Tried 2 blame me. Did send another phone. Now this has issues,"@364849 Hey, was the item sold via a seller or Amazon directly? ^TP"
2777384,@AmazonHelp Unas cosas para mi mamá y mi cargador inalámbrico para mi iPhone 8 Plus 🤗 esta súper genial 🙌🏼 https://t.co/ZD2FjknLZb,@193375 ¡Nos alegra mucho saber que ya puedes disfrutar de tus productos!. Esperamos que sigas recibiendo más pedidos. 😍😃📦 ^AA
984223,"@AmazonHelp Hey, I didn't get any new message here  https://t.co/1Kq23EPpFW  , But I have replied in my email, which was sent earlier from you guys on 19 Oct. I have register complain earlier also. Please look into matter seriously.","@353325 We've received your reply, our team will check that and send you an update soon. Appreciate your patience. ^MS"
1119206,@AmazonHelp I have phoned and emailed each time and keep getting advised it will be raised with the carrier ...,@384073 Is it the same carrier each time Nicole? ^KM
2918694,@AmazonHelp  https://t.co/vfP6Lv9CuC,@807848 Is there a tracking number further down that page? The carrier's site may have more up-to-date information. ^AM
190359,@AmazonHelp Sir what happened ... Still now no action @115850,@160662 Sorry for the stretch. Kindly fill in your details here : https://t.co/GIJyeYqKE0. (1/2) ^AS
2162398,@AmazonHelp Can you please deliver the below order  by tomorrow. Its a birthday gift to my mother. I want to give the gift on her birthday. Help me :) https://t.co/GIfwVGIKWv,"@634946 I understand the importance of your order. However, I won't be able to exchange a promise on faster delivery. 1/2 ^AH"
1042343,"@AmazonHelp plusieurs vols de colis et puis un jour j'ai eu ça ⤵️
https://t.co/l0Hz8rjlEE","@294237 Afin qu'on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC : https://t.co/HtUowg2UGX
^SM"
535741,"@AmazonHelp La consegna era prevista per ieri, solo che l’ordine ha fatto ritardo e devo aspettare (si spera) lunedì","@244118 Mi spiace, l'hai segnalato al nostro Servizio Clienti? ^GA"
1473289,@AmazonHelp It says original estimate is November 2 and now it will be between nov 2 and 4,@461982 We strive to meet the delivery date. Unforeseen circumstances may cause delays. Please let us know if it doesn't arrive. ^SJ
1611177,@AmazonHelp https://t.co/ts81PdNQeF,@494523 You can check return options here: https://t.co/BjuXE6dDfi ^PK
973627,"@AmazonHelp わざわざご丁寧にありごとうございます
了解致しました！
急ぎの物でもないのでご無理の無いようお気をつけてよろしくお願いいたします。",@350898 とんでもないことでございます。誠に恐れ入りますが、今しばらくお待ちください。なお、注文についてご不明点がございましたら、以下のリンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN
2877769,@AmazonHelp Thats what... no email received till date even after mailing multiple times,@308340 Could you check the spam/junk folder of your registered email Id for the message from our Account Specialist team? ^AU
440960,"@AmazonHelp You are not tolerable now.. 
I did not get any mail. 
Arrange the pick up. 
Or I will have to write @121927 pahredar",@124275 Kindly revert to it for further updates. ^SM (2/2)
571751,"@AmazonHelp No, they're all shipped and sold by Amazon Canada, hence my frustration. I don't expect 2-day shipping with third party sellers. They have nothing to do with the Prime/shipping agreement, so that would be understandable. It doesn't apply in this case.",@254316 Thanks for the information Julie! We'd like to look into this further with you. Please reach out to us here so we can look into this together: https://t.co/Q7Ftz6nj80 ^MO
1161628,"@AmazonHelp Thank you for your just words 
Helpline line number closed my issue",@393293 Thanks for confirming. Do keep us posted for any further concerns. We'll be glad to help. ^VN
136925,"@AmazonHelp Your system is highly intuitive with the Black Friday sale. It told me I had to raise the order to gain the deal, I raised the order immediately. The order said the order included special orders and then the confirmation came through with the items at full price.","@146885 As we're unable to view your account via Twitter,pls use the previous link provided as we don't have a direct email address. ^KM"
2628829,@AmazonHelp Faudrait déjà avoir le bon interlocuteur. Celui que j'ai eu a compris que je n'avais pas reçu le colis et le deuxième m'a raccroché au nez. Du coup je réessaye ?,"@742457 Oui je vous prie, vous pouvez aussi joindre notre SAV soit via chat ou émail afin d'y remédier.
^KE"
1572193,"@AmazonHelp Does ""from"" mean my current e-mail address? As I said, the email used to create the account no longer exists",@484670 Please use the link provided to give us a call so it can be discussed in real-time. ^WJ
849811,"@AmazonHelp Ya,aquí me estoy desahogando. Ahora iré a la plataforma.
Pero vamos,este problema no se solucionará mientras no permitáis elegir al cliente.",@321927 Comprendo tu molestia y te agradecemos tus sugerencias. Te aseguro que trabajaremos en ellas con el equipo encargado. ^LG
2028491,@AmazonHelp Please read whole story and provide solution @AmazonHelp @115850 https://t.co/zE0sRIlRps,"@599867 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^VH"
1501833,"@AmazonHelp Which you might recognise as being three days, not one day. Why has this changed?","@468593 (2/2) right away with weekend delivery, while some items require additional fulfillment time. https://t.co/kfOowXOIHU ^HS"
2389767,@AmazonHelp i have received so many emails. which one should i reply to? this is so disappointing,@132485 Apologies for the inconvenience. Please reply to the latest email received from us and we will assist you. ^BS
331567,@AmazonHelp No,@194957 We want to investigate this further with you. Please reach out to us using this secure link: https://t.co/b8LQsqSCWr ^GR
739691,"@AmazonHelp Mpt delivery charges per se, I clearly mentioned delivery charges of almostt Rs 1000/ on a bill of Rs 833!-",@296902 Delivery charges depends on the seller for seller fulfilled product. For further details please check the seller page. ^SG
198344,"@AmazonHelp ご丁寧にありがとうございます｡
えっと､なんか､すみません（笑）","@162625 とんでもございません。
発行まで、今しばらくお待ちくださいませ。TY"
549528,@AmazonHelp After 10mins they said they have managed to refund me but now I’m getting updates saying it will be delivered soon 🙈😩,@247953 Oh my! Please keep us updated! ^MT
149261,"@AmazonHelp That form requires me to sign in, which I can’t with my account locked :(",@150000 Please reach out to us again here:  https://t.co/zYVX1Qi29G ^RO
1311842,@AmazonHelp Last week you double charged me for prime.  Got that fixed.  Now you double chrgd kindle unlimited.,"@426542 Hello, I am sorry to hear about the issues occurring with your subscription. Were you able to get this corrected? ^CR"
236141,@AmazonHelp Even after 10 days no update from @119356,@172243 Sorry for the trouble. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
1851077,@AmazonHelp its a surprise that your CRM is not in sync and you are requesting the details from me again when i have already exchanged umpteen emails,@414992 the link provided above and we'll have the issue checked for you. (2/2) ^KA
1424268,@AmazonHelp L'article n'est même plus disponible y'a rien à faire.,@450942 Pouvez-vous nous indiquer le lien vers l'article en question s'il vous plaît? ^SA
915409,@AmazonHelp The person dealing with this is from https://t.co/3afNyodImy is this correct?,"@337355 Hi, that's not an Amazon handle. We don't ask for any personal info via Tweet/DM. Have you been contacted by this handle? ^TS"
210330,"@AmazonHelp Meine Adresse existiert seit mehr als 1 Jahr,es ist immer wieder das gleiche.Postfiliale ist Mist, ich habe nen Job, und komme da nicht hin",@165782 Der Kundenservice kann gerne eine Zustellerbeschwerde aufgeben: https://t.co/ohyvGrpvrY ^BL
1149835,@AmazonHelp Then give me the link where I can track returned product .,@164814 Our support team can help you with the updated tracking. You can connect with us here : https://t.co/R3EfhzgU8B. ^CB
1501833,"@AmazonHelp Which you might recognise as being three days, not one day. Why has this changed?","@468593 (1/2) One-Day shipping refers to the time after an order has shipped, in business days. Some items are available to ship"
138177,@AmazonHelp Hab ich auch schon probiert und @7955 hat es am Rechner versucht. Nicht bestellbar…,"@147125 Den Fehler konnte ich eben leider nachstellen. Wir geben das weiter und melden uns bei dir, sobald wir Rückmeldung bekommen haben und das wieder funktioniert. ^AW"
1565887,@AmazonHelp Thank you. Hopefully this movie will get added to the library soon.,@469392 You're welcome. Do keep us posted for any further concerns. ^SG
2825553,"@AmazonHelp u can try from your hand. 
dont waste my time .
this is the bloody shit i seen from you.
i already told 3 times that ther's no option with connect mobile number to amazon account thn why r u sent this foolish link. 
u r totally mad .","@787136 I'm sorry, we haven't received your details yet. Kindly drop in your details through the link provided earlier and we'll reach out to you soon. ^EM"
973604,"@AmazonHelp Ur email datd 22nd Oct17 mentions dat Refund for Amazon.in order 407-3009023-2101957 for Amount Rs34,500 is successful bank but hv not recvd","@350524 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ"
854328,@AmazonHelp Colissimo non abîmé,@176366 Je vous informe que vous avez la possibilité d'évaluer l'emballage du colis en utilisant ce lien: https://t.co/fgvoz7708P ^FT
1949880,"@AmazonHelp yes it is in the same city, now how can i change it without cancelling it?",@414842 Kindly reach out to us here: https://t.co/vlvfJr4nN9 and we will help you with this. ^AH
2453251,@AmazonHelp I didn't receive my parcel yesterday,"@702847 Oh no! Sorry to hear, Ross. Please reach us using the link ^BV has provided for available options! ^AB"
660405,@AmazonHelp Any specific tips on formatting my PDF to readable photo book? As this seems to be different from text only books?,"@152230 Hi, I've included a link here with some tips on formatting images for your ebook: https://t.co/C3FZXtbQ7k Hope this is of use to you!^TI"
476822,@AmazonHelp La facilidad (solo tener que escanear un código) y la comodidad de poder recogerlo cuando mejor me venga. Seguís ganando puntos ;),@228321 Genial. Esperamos que sigas disfrutando de nuestros servicios. 😉 ^KA
476113,@AmazonHelp This is for Amazon UK... I'm in the US.,"@228173 Sorry for the mix up, here is the US link: https://t.co/i05W8zng12 ^NV"
160291,@AmazonHelp Just now I talked to your team and the option was wait for another three days. Even I told them every time that I won't be in city after two days then they are saying this only that they can't help,"@152932 I understand your frustration! To clarify, is it the replacement order which shows as delivered but it isn't there? ^SJ"
2269215,@AmazonHelp What is URL to twitter message https://t.co/k2JF5DSSIf,@447293 Please use this link: https://t.co/uFNcSjSAVd as URL to URL Twitter post. ^SI
2609257,@AmazonHelp Ups,@738004 Avez-vous signalé cela à notre service ?
1339646,@AmazonHelp 24th October 🙂,@432474 I'm sorry we missed the date! Please reach out here: https://t.co/JzP7hlA23B so we can take a look into this. ^AH
567551,@AmazonHelp I️ cannot wait until Wednesday for this package! I️ could have picked it up faster! This is unacceptable! https://t.co/ViTpfmCyBP,"@253118 Thank you for letting us know. If your order hasn't arrived by Wednesday, or for direct assistance, please contact us here: https://t.co/hApLpMlfHN ^SB"
1301250,@AmazonHelp ありがとうございます。auウォレットプレミアムカードを検討してみます。,"@424121 とんでもございません☺
これからもご不明点などがあればご遠慮なくお知らせください。MH"
2758128,"@AmazonHelp Tracking number is TBA556607324000. Original delivery estimate was 11/23, revised to 11/20, not delivered. The same thing happened w/ a previous order.",@118090 I'm sorry for the inconvenience! Please keep us posted upon the arrival of your order as we want to ensure you get it.  ^GM
851581,@AmazonHelp Ça marche pas!!! Aucun réponse,@322294 Avez-vous contacté notre service client par email s'il vous plaît? ^SA
1110272,@AmazonHelp looks like usps. It is not in mailbox or any of my neighbors. https://t.co/L0YxePTF1F,@382019 We're happy to look more into the missing package with you via phone/chat! Please reach us here: https://t.co/hApLpM3Ejd ^CS
440381,@AmazonHelp pl call 9676854745,@219487 We cannot access your Amazon account via Twitter. Kindly share your details through the secure link provided 1/2 ^AP
